 Cod. Tipo Entidad ; Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. País ; País ; Cod CCAA ; CCAA ; Cod. Provincia ; Provincia ; Cód. Municipio ; Municipio/Población ; Domicilio ; CP ; Tipo 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DE BRUSELAS, 45.    (AGENCIA 19) 0 ; 28028 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ LAGUNA, 40.                 (AGENCIA 15) 0 ; 28025 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DE MORATALAZ, 70.   (AGENCIA 20) 0 ; 28030 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DE CONCHA ESPINA,12 (AGENCIA 23) 0 ; 28036 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ DOCTOR FLEMING, 33 Y 35 -   (AGENCIA 24) 0 ; 28036 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ AGUSTIN DE FOXA, 32.        (AGENCIA 25) 0 ; 28036 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL DIEGO DE LEON               (AGENCIA 26) 41 ; 28036 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV GENERAL PERON, 38.  (AGENCIA 27) 0 ; 28020 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ SANTA ENGRACIA, 97.         (AGENCIA 28) 0 ; 28010 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ CORAZON DE MARIA, 39        (AGENCIA 29) 0 ; 28002 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ FERNANDO VI, 15.            (AGENCIA 31) 0 ; 28004 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ JUAN DE MENA, 21.           (AGENCIA 32) 0 ; 28014 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ LAGASCA, 39                (AGENCIA 33) 0 ; 28001 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ PRINCIPE DE VERGARA, 204.   (AGENCIA 35) 0 ; 28002 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ ARTURO SORIA, 191 Y 193.    (AGENCIA 36) 0 ; 28043 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV OSA MAYOR 44-46 C/V PS ERMITA 3 0 ; 28023 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ (MIRASIERRA) NURIA, 30.     (AGENCIA 37) 0 ; 28034 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DEL MEDITERRANEO,19.(AGENCIA 34) 0 ; 28007 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DE BADAJOZ, 15.     (AGENCIA 39) 0 ; 28033 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; ZZ RIOS ROSAS, 48.             (AGENCIA 38) 0 ; 28003 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 080 ; MAJADAHONDA ; ZZ CTRA.PLANTIO C/V DOCTOR CALERO-C.C.TUTTI 0 ; 28220 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 080 ; MAJADAHONDA ; ZZ CTRA. DE POZUELO, 48 0 ; 28220 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 092 ; MOSTOLES ; AV  DE PORTUGAL, 19 0 ; 28931 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 092 ; MOSTOLES ; ZZ AVDA. DOS DE MAYO, 7 0 ; 28934 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 113 ; PINTO ; PZ EGIDO DE LA FUENTE, 9 - 10 0 ; 28320 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 115 ; POZUELO DE ALARCON ; PZ MAYOR 2 LOCALES 5 Y 6 0 ; 28223 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 123 ; RIVAS-VACIAMADRID ; ZZ PABLO IGLESIAS, 83 0 ; 28529 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 127 ; ROZAS DE MADRID (LAS) ; ZZ ROMERAL, 1 BAJO 0 ; 28230 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 134 ; SAN SEBASTIAN DE LOS REYES ; AV DE LOS QUIÑONES, 2 0 ; 28702 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 148 ; TORREJON DE ARDOZ ; ZZ EN MEDIO, 4 0 ; 28850 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 161 ; VALDEMORO ; ZZ HERACLES RESIDENCIAL OLIMPO , 4 Y 5 0 ; 28340 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 181 ; VILLAVICIOSA DE ODON ; AV PRINCIPE DE ASTURIAS, 159 0 ; 28670 ; Operativas ; 
BP ; BANCOS ; 0128 ; BANKINTER, S.A. (0128) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 903 ; TRES CANTOS ; AV  COMENAR VIEJO, 41. 0 ; 28760 ; Operativas ; 
BP ; BANCOS ; 0133 ; NUEVO MICRO BANK, S.A. (0133) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; CL ALCALA 27 ; 28014 ; Operativas ; 
BP ; BANCOS ; 0136 ; ARESBANK, S.A. (0136) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; PS PASEO DE LA CASTELLANA 257 ; 28046 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; CL JACINTO VERDAGUER 6 ; 28805 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; AV DE AJALVIR 2 ; 28806 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; CL LIBREROS 8 ; 28801 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; CL CASTILLA 6 ; 28804 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; CL JOSE MARIA DE PEREDA 12 ; 28806 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 005 ; ALCALA DE HENARES ; AV DE REYES CATOLICOS 3 ; 28803 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 006 ; ALCOBENDAS ; CL LIBERTAD 43 ; 28100 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 006 ; ALCOBENDAS ; CL DOLORES IBARRURI S/N ; 28100 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 006 ; ALCOBENDAS ; PZ DE LA MORALEJA S/N ; 28109 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 006 ; ALCOBENDAS ; CL CONSTITUCION 74 ; 28100 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 006 ; ALCOBENDAS ; CL MARQUESA VIUDA ALDAMA 9 ; 28100 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 007 ; ALCORCON ; CL TIMANFAYA 35 ; 28923 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 007 ; ALCORCON ; CL JAPON 1 ; 28923 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 007 ; ALCORCON ; CL PORTO CRISTO 7 ; 28924 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 007 ; ALCORCON ; CL FUENLABRADA 1 ; 28921 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 007 ; ALCORCON ; AV DE LAS RETAMAS 19 ; 28922 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 009 ; ALGETE ; CL SAN ROQUE 14 ; 28110 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 010 ; ALPEDRETE ; CL MAESTRO 7 ; 28430 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 013 ; ARANJUEZ ; CL STUART 95 ; 28300 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 014 ; ARGANDA DEL REY ; AV DEL EJERCITO 32-34 ; 28500 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 015 ; ARROYOMOLINOS ; CL LA FUENTE 7 ; 28939 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 022 ; BOADILLA DEL MONTE ; CL MARTIRES 13 ; 28660 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 022 ; BOADILLA DEL MONTE ; AV DE SIGLO XXI 6 ; 28660 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 033 ; CAMPO REAL ; CR DE VILLAR DEL OLMO 6 ; 28510 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 040 ; CIEMPOZUELOS ; CL JERONIMODELMORAL 8 ; 28350 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 041 ; COBEÑA ; CL MADRID 10 ; 28863 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 045 ; COLMENAR VIEJO ; PZ DEL PUEBLO 5 ; 28770 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 045 ; COLMENAR VIEJO ; CL MOLINO DE VIENTO 8 ; 28770 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 047 ; COLLADO VILLALBA ; CL BATALLA DE BAILEN 15 ; 28400 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 049 ; COSLADA ; CL LUIS GRASSET 15 ; 28820 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 049 ; COSLADA ; AV BERLIN 8 ; 28820 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 049 ; COSLADA ; CL MEJICO 12 ; 28820 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 053 ; DAGANZO DE ARRIBA ; GL DE ALCALA 2 ; 28814 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 054 ; ESCORIAL (EL) ; CL LORENZO NIO 3 ; 28280 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 058 ; FUENLABRADA ; CL ESCULTURA 2 ; 28942 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 058 ; FUENLABRADA ; AV DE LOS ESTADOS 18 ; 28945 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 058 ; FUENLABRADA ; AV DE ESPAA 2 ; 28941 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 058 ; FUENLABRADA ; AV DE HISPANIDAD 2 ; 28945 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 058 ; FUENLABRADA ; PZ DE LA CONSTITUCION 23 ; 28944 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 061 ; GALAPAGAR ; CL CONCEJO 14 ; 28260 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; AV DE JOHN LENNON S/N ; 28906 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; AV DE CTE.JOSE M.RIPOLLES S/N ; 28907 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; CL MADRID 56 ; 28902 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; CL GARCILASO 67 ; 28904 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; CL RIGOBERTA MENCHU 3 ; 28903 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; AV DE ESPAA 22 ; 28903 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; AV DE ARCAS DEL AGUA S/N ; 28905 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; CL VILLAVERDE 8 ; 28902 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 065 ; GETAFE ; CL GROENLANDIA 4 ; 28909 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 066 ; GRIÑON ; CL MAYOR 55 ; 28971 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 068 ; GUADARRAMA ; CL ALFONSO SENRA 19 ; 28440 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 072 ; HOYO DE MANZANARES ; CR DE COLMENAR A TORRELODONES KM 14 ; 28240 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 073 ; HUMANES DE MADRID ; CL MADRID 66 ; 28970 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 074 ; LEGANES ; AV DE JUAN CARLOS I 75 ; 28916 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 074 ; LEGANES ; CL ARGENTINA 9 ; 28914 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 074 ; LEGANES ; PZ DE ESPAA 11 ; 28911 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 074 ; LEGANES ; AV DE REINA SOFIA 17 ; 28919 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 074 ; LEGANES ; CL RIOJA 94 ; 28915 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 075 ; LOECHES ; CL CHORRERA 4 ; 28890 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL GRAN VIA 60 ; 28013 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL OCA 77 ; 28025 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; PZ DELENCUENTRO 3 ; 28030 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL ILLESCAS 14 ; 28024 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL VALMOJADO 293 ; 28047 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL ILLESCAS 183 ; 28047 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL ARGUMOSA 1 ; 28012 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL CARLOS MARTIN ALVAREZ 65 ; 28018 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; PS DE EXTREMADURA 145 ; 28011 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL SANTA ENGRACIA 179 ; 28003 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DE BADAJOZ 5 ; 28027 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; CL NURIA 30 ; 28034 ; Operativas ; 
BP ; BANCOS ; 0182 ; BANCO BILBAO VIZCAYA ARGENTARIA, SA (0182) ; ES ; ESPAÑA ; 12 ; MADRID             ; 28 ; Madrid ; 079 ; MADRID ; AV DE FELIPE II 12 ; 28009 ; Operativas ; 
