 Cod. Tipo Entidad ; Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. País ; País ; Cod CCAA ; CCAA ; Cod. Provincia ; Provincia ; Cód. Municipio ; Municipio/Población ; Domicilio ; CP ; Tipo 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 252 ; BARBERÀ DEL VALLÈS ; PS DOCTOR MORAGAS 00216 ; 08210 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 254 ; ESQUIROL (L') ; CL MAJOR 92 ; 08511 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 258 ; SANTA MARIA D'OLO ; PZ SANT ANTONI MARIA CLARET S/N ; 08273 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 259 ; SANTA MARIA DE PALAUTORDERA ; PZ DE LA VILA 2 ; 08460 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 260 ; SANTA PERPÈTUA DE MOGODA ; CL RAMBLA 45 ; 08130 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 261 ; SANTA SUSANNA ; ZZ C. SANT RAMON 00018 ; 08398 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 262 ; SANT VICENÇ DE CASTELLET ; CL GRAN 10 ; 08295 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 263 ; SANT VICENÇ DELS HORTS ; CL MOSSEN JACINT VERDAGUER 146 ; 08620 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 264 ; SANT VICENÇ DE MONTALT ; CL SANT ANTONI 22 ; 08394 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 266 ; CERDANYOLA DEL VALLÈS ; AV  CANALETES 00035 ; 08290 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 266 ; CERDANYOLA DEL VALLÈS ; ZZ EDIFICI RECTORAT (BELLATERRA)  ; 08290 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 266 ; CERDANYOLA DEL VALLÈS ; CL PINTOR TOGORES 7 ; 08290 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 266 ; CERDANYOLA DEL VALLÈS ; AV DE CATALUNYA 2-6 ; 08290 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 267 ; SENTMENAT ; ZZ PASSEIG ANSELM CLAVE 00015 ; 08181 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 268 ; CERCS ; CL CONF. HIDR. PIRINEU ORIENTAL 23 ; 08698 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 269 ; SEVA ; AV  ONZE DE SETEMBRE 00034 ; 08553 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 270 ; SITGES ; PZ CAP DE LA VILA 9 ; 08870 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 270 ; SITGES ; CL CENTRE COMERCIAL OASI 20-23 ; 08870 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 274 ; SURIA ; AV  AJUNTAMENT 00002 ; 08260 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 278 ; TARADELL ; ZZ PASSEIG DOMENEC SERT 00018 ; 08552 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CR DE MATADEPERA 88 ; 08226 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; AV ABAT MARCET 209 ; 08225 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL RAVAL DE MONTSERRAT 22 ; 08221 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; ZZ RBLA. FRANCESC MACIA 00022 ; 08226 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL PRAT DE LA RIBA 39 ; 08222 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; ZZ RBLA. PARE ALEGRE 00048 ; 08224 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL Rambla de Egara 191 ; 08224 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; PS Comte d'egara 7 ; 08221 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL AMÈRICA 8 ; 08228 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; AV ANGEL SALLENT 80 ; 08224 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CR DE CASTELLAR 420 ; 08227 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL SANT TOMÀS 17 ; 08222 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL COLÓN 205 ; 08223 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 281 ; TEIÀ ; PZ Catalunya 1 ; 08329 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 282 ; TIANA ; AV  ISAAC ALBENIZ 00018 ; 08391 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 283 ; TONA ; CL BARCELONA 36-38 ; 08551 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 284 ; TORDERA ; AV  MONTSENY 00023 ; 08490 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 284 ; TORDERA ; ZZ CAMI RAL 00048 ; 08490 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 285 ; TORELLO ; CL PONT 48 ; 08570 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 289 ; TORRELLES DE LLOBREGAT ; CL MAJOR 37 ; 08629 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 291 ; VACARISSES ; ZZ C. MAJOR 00001 ; 08233 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 295 ; VALLIRANA ; CL MAJOR 355 ; 08759 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 296 ; VALLROMANES ; PZ DE L'ESGLÈSIA 6 ; 08188 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 298 ; VIC ; ZZ EIX ONZE DE SETEMBRE 00035 ; 08500 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 298 ; VIC ; ZZ PASSEIG DE LA GENERALITAT 33 ; 08500 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 298 ; VIC ; PZ MAJOR 24 ; 08500 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 298 ; VIC ; CL JACINT VERDAGUER 7 ; 08500 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 300 ; VILADECAVALLS ; ZZ CAMI CAN BOADA 00003 ; 08232 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 301 ; VILADECANS ; CL NARCIS MONTURIOL 2 ; 08840 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 301 ; VILADECANS ; CL SITGES 9 ; 08840 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 302 ; VILANOVA DEL CAMI ; CL MAJOR 60 ; 08788 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 305 ; VILAFRANCA DEL PENEDÈS ; CL GELIDA 27 ; 08720 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 305 ; VILAFRANCA DEL PENEDÈS ; RB TOSSA DE MAR 30 ; 08720 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 305 ; VILAFRANCA DEL PENEDÈS ; PZ SANT JOAN 2 ; 08720 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 307 ; VILANOVA I LA GELTRU ; RB PRINCIPAL 10 ; 08800 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 307 ; VILANOVA I LA GELTRU ; AV FRANCESC MACIA 10 ; 08800 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 307 ; VILANOVA I LA GELTRU ; CL JOSEP COROLEU 83 ; 08800 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 307 ; VILANOVA I LA GELTRU ; PZ GUMA I FERRAN 4 ; 08800 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 902 ; VILANOVA DEL VALLÈS ; ZZ PASSEIG DEL CENTENARI 00005 ; 08410 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 905 ; PALMA DE CERVELLO (LA) ; AV  CATALUNYA 00046 ; 08756 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 001 ; AGULLANA ; PZ MAJOR 6 ; 17707 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 006 ; ALP ; CL NORD 20 ; 17538 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 007 ; AMER ; CL D'AVALL 11 ; 17170 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 008 ; ANGLÈS ; CL Industria 48-50 ; 17160 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 009 ; ARBUCIES ; CL FRANCESC CAMPRODON 28 ; 17401 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 011 ; ARMENTERA (L') ; CL AJUNTAMENT 3 ; 17472 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 013 ; BEGUR ; AV  ONZE DE SETEMBRE-CASA GRAN  ; 17255 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 015 ; BANYOLES ; PZ MAJOR 43 ; 17820 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 015 ; BANYOLES ; ZZ PASSEIG DE LA INDUSTRIA 13 ; 17820 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 016 ; BÀSCARA ; CR DE GIRONA S/N ; 17483 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 019 ; BESALU ; AV LLUIS COMPANYS 15-17 ; 17850 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 020 ; BESCANO ; CL Assumpta 10 ; 17162 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 022 ; BISBAL D'EMPORDÀ (LA) ; AV LES VOLTES 27 ; 17100 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 023 ; BLANES ; PZ D'ESPANYA 4 ; 17300 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 023 ; BLANES ; RB JOAQUIM RUYRA 65 ; 17300 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 025 ; BORDILS ; CR DE PALAMÓS 58 ; 17462 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 027 ; BREDA ; CL SANT ISCLE 43 ; 17400 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 032 ; CADAQUES ; PZ FREDERIC RAHOLA 3 ; 17488 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 033 ; CALDES DE MALAVELLA ; CL PRIM 1 ; 17455 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 034 ; CALONGE I SANT ANTONI ; CL RUTLLA 11 ; 17251 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 034 ; CALONGE I SANT ANTONI ; PZ DE LA LLIBERTAT S/N ; 17252 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 036 ; CAMPDEVÀNOL ; PZ ANSELM CLAVE 3 ; 17530 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 039 ; CAMPRODON ; CL CATALUNYA 1 ; 17867 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 044 ; CASSÀ DE LA SELVA ; PZ DE LA COMA 35 ; 17244 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 044 ; CASSÀ DE LA SELVA ; PS Ferrocarril 29 ; 17244 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 046 ; CASTELLFOLLIT DE LA ROCA ; CR D'OLOT 29 ; 17856 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 047 ; CASTELLO D'EMPURIES ; ZZ BOULEVARD GRAN RESERVA 00008 ; 17487 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 047 ; CASTELLO D'EMPURIES ; CL MESTRE BLANCH 2 ; 17486 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 048 ; CASTELL-PLATJA D'ARO ; AV Platja d'Aro 00315 ; 17248 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 048 ; CASTELL-PLATJA D'ARO ; AV  DE LA PLATJA 00070 ; 17249 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 048 ; CASTELL-PLATJA D'ARO ; PZ D'EUROPA 3 ; 17250 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 049 ; CELRÀ ; CR DE JUIA 00084 ; 17460 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 054 ; COLERA ; PZ PI I MARGALL 10 ; 17496 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 056 ; CORNELLÀ DEL TERRI ; CL MAJOR 14 ; 17844 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 060 ; DARNIUS ; CL MAJOR 7 ; 17722 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 062 ; ESCALA (L') ; CL TRAMUNTANA 1 ; 17130 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 066 ; FIGUERES ; PZ de la palmera 5 ; 17600 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 066 ; FIGUERES ; CL NOU 126 ; 17600 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 066 ; FIGUERES ; CL SANT PERE 16 ; 17600 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 066 ; FIGUERES ; CL MONTURIOL 15 ; 17800 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 066 ; FIGUERES ; PZ DE LA PALMERA 10 ; 17600 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 067 ; FLAÇÀ ; CL COMERÇ S/N ; 17463 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 073 ; FORNELLS DE LA SELVA ; ZZ PASSATGE HORTS 00001 ; 17458 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 077 ; GARRIGUELLA ; CL GRAN 29 ; 17780 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL JOAN MARAGALL 29A ; 17002 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL MIGDIA 86 ; 17002 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL PLANURA 10 ; 17004 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL CREU 31 ; 17002 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL EMILI GRAHIT 6 ; 17002 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; PZ DE LA INDEPENDENCIA 18 ; 17001 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; PS SANTA EUGENIA 7 ; 17006 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; RB XAVIER CUGAT 32 ; 17007 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL BERNAT BOADES 31 ; 17005 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL SANTA CLARA 09-11 ; 17001 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 083 ; HOSTALRIC ; AV  FORTALESA 00010 ; 17450 ; Operativas ; 
