 Cod. Tipo Entidad ; Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. País ; País ; Cod CCAA ; CCAA ; Cod. Provincia ; Provincia ; Cód. Municipio ; Municipio/Población ; Domicilio ; CP ; Tipo 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ PASSEIG ZONA FRANCA, 116-118 0 ; 08038 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL TAJO 64-66 ; 08032 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ AVINGUDA MERIDIANA, 20. 0 ; 08018 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ AVINGUDA DIAGONAL, 644-646. 0 ; 08017 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; RB DE SANT JOSEP, 75. 0 ; 08002 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; AV DIAGONAL 456 ; 08006 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; PJ MERCADER 7-9 ; 08008 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL PS. VALLDAURA 190 ; 08042 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL COMTE BORRELL 46 ; 08015 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL MAQUINISTA 20 ; 08003 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ CASP, 46 0 ; 08010 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; AV DE SARRIA, 19 0 ; 08029 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ GUIPUZCOA, 125 0 ; 08020 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ TRAVESERA DE LAS CORTS 375 0 ; 08029 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ SANTS, 178 0 ; 08028 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; RB LA RAMBLA 44 ; 08002 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL RAMON TURRÓ 212 ; 08005 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 020 ; BEGUES ; CL PASSATGE DE L'ESGLESIA 4 ; 08859 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 022 ; BERGA ; PS DE LA PAZ, 18. 0 ; 08600 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 033 ; CALDES DE MONTBUI ; ZZ PI I MARAGALL, 84. 0 ; 08140 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 035 ; CALELLA ; ZZ CARRER DE L'ESGLESIA, 215. 0 ; 08370 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 040 ; CANET DE MAR ; ZZ RIERA GAVARRA, 29-31 0 ; 08360 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 041 ; CANOVELLES ; ZZ RIERA, 65 0 ; 08420 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 044 ; CAPELLADES ; CL MAJOR 5-7 ; 08786 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 046 ; CARDEDEU ; ZZ ANSELM CLAVE, 12. 0 ; 08440 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 051 ; CASTELLAR DEL VALLÈS ; ZZ PASSEIG, 7 0 ; 08211 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 054 ; CASTELLBISBAL ; ZZ MAJOR 23 ; 08755 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 056 ; CASTELLDEFELS ; AV SANTA MARIA 26 ; 08860 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 056 ; CASTELLDEFELS ; AV  MANEL GIRONA, 24. 0 ; 08860 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 056 ; CASTELLDEFELS ; AV DE LA CONSTITUCIÓN 176 ; 08860 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 065 ; CASTELLVI DE LA MARCA ; AV CATALUNYA 15 ; 08732 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 072 ; CORBERA DE LLOBREGAT ; AV CATALUNYA, 28 0 ; 08757 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 073 ; CORNELLÀ DE LLOBREGAT ; ZZ ANSELM CLAVE, 35. 0 ; 08940 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 073 ; CORNELLÀ DE LLOBREGAT ; ZZ DOCTOR ARUS 10 ; 08940 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 073 ; CORNELLÀ DE LLOBREGAT ; MN  JAUME SOLER 10 ; 08940 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 073 ; CORNELLÀ DE LLOBREGAT ; RB ANSELM CLAVE 4 ; 08940 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 073 ; CORNELLÀ DE LLOBREGAT ; AV PAU PICASSO 12-14 ; 08940 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 074 ; CUBELLES ; PS NARCIS BARDAJI 23 ; 08880 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 076 ; ESPARREGUERA ; ZZ CARRER DELS ARBRES, 13. 0 ; 08292 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 077 ; ESPLUGUES DE LLOBREGAT ; ZZ MOLI, 26-36 0 ; 08950 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 077 ; ESPLUGUES DE LLOBREGAT ; ZZ CARRETERSA DE CORNELLA, 67. 0 ; 08950 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 077 ; ESPLUGUES DE LLOBREGAT ; CL LAUREA  MIRO 259 ; 08950 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 088 ; GARRIGA (LA) ; ZZ PLAÇA DACHS, 2. 0 ; 08530 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 089 ; GAVÀ ; RB VAYRERA, 51. 0 ; 08850 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 089 ; GAVÀ ; CL MARTIRS DEL SETGE DE 1714 32 ; 08850 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 094 ; GRANADA (LA) ; CL ESTACIO 12 ; 08792 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; ZZ ALFONS IV, 43. 0 ; 08401 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; ZZ GIRONA, 6 0 ; 08400 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; ZZ JOAN PRIM, 36 0 ; 08400 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; AV DEL PARQUE 5 ; 08402 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; ZZ ROSSENS ARUS, 7. 0 ; 08901 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL BAQUER 9 ; 08903 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; ZZ ENRIC PRAT DE LA RIVA, 142 0 ; 08901 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL SANTA EULALIA 114 ; 08902 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CR COLLBLANC, 5. 0 ; 08903 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; ZZ AVINGUDA MASNOU, 57 BIS. 0 ; 08905 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL IGUALTAT 55 ; 08902 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; ZZ SALVADOR ESPRIU, 16 0 ; 08908 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; PZ EIVISSA 1 ; 08905 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; RB MARINA 200 ; 08907 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 102 ; IGUALADA ; RB  Rambla Sant Isidre 22 ; 08700 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 102 ; IGUALADA ; PS VERDAGUER 119 ; 08700 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 105 ; LLAGOSTA (LA) ; ZZ SANT MIQUEL C/V SANTA TERESA. 0 ; 08120 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 106 ; LLINARS DEL VALLÈS ; PZ SANTA MARIA 27 ; 08450 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 110 ; MALGRAT DE MAR ; CL MAR 3 ; 08380 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 112 ; MANLLEU ; ZZ ENRIC DELARIS, 2 0 ; 08560 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 113 ; MANRESA ; ZZ PASSEIG PERE III, 41. 0 ; 08240 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 114 ; MARTORELL ; RB BOBILES 14 ; 08760 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 118 ; MASNOU (EL) ; ZZ BARCELONA, 19 0 ; 08320 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 119 ; MASQUEFA ; CL MAJOR 14 ; 08783 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 120 ; MATADEPERA ; ZZ SANT JOAN, 99 0 ; 08230 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 121 ; MATARO ; CL LA RIERA 7-9 ; 08302 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 121 ; MATARO ; RD JOAN PRIM, 9 0 ; 08302 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 123 ; MOLINS DE REI ; PZ POMPEU FABRA 1 ; 08750 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 123 ; MOLINS DE REI ; CL MERCAT 2 ; 08750 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 124 ; MOLLET DEL VALLÈS ; ZZ AVINGUDA JAUME I 2-4 ; 08100 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 125 ; MONTCADA I REIXAC ; ZZ MAJOR, 15 Y 17 0 ; 08110 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 136 ; MONTORNÈS DEL VALLÈS ; ZZ AVINGUDA 11 DE SETEMBRE, 2. 0 ; 08170 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 140 ; NAVARCLES ; PZ DE LA VILA 9 ; 08270 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 141 ; NAVÀS ; CR MANRESA-BERGA 36 ; 08670 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 147 ; OLESA DE MONTSERRAT ; CL ANSELM CLAVE 122 ; 08640 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 156 ; PALAU-SOLITÀ I PLEGAMANS ; ZZ AVDA. CATALUNYA, 225 0 ; 08184 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 157 ; PALLEJÀ ; CL PRAT DE LA RIBA 41 ; 08780 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 158 ; PAPIOL (EL) ; CL MAJOR 37 ; 08754 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 159 ; PARETS DEL VALLÈS ; ZZ PL. CAMP DE LES PECES, 1-2 0 ; 08150 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 161 ; PIERA ; CL SANT CRISTOFOL 23 ; 08720 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 163 ; PINEDA DE MAR ; ZZ MORAGAS I BARRET 63 0 ; 08397 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 164 ; PLA DEL PENEDÈS (EL) ; CL SANTS ABDO Y SENEN 21 ; 08733 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 167 ; POLINYÀ ; AV DE SENTMENAT, 101. 0 ; 08213 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 169 ; PRAT DE LLOBREGAT (EL) ; ZZ AVINGUDA VERGE DE MONTSERRAT, 122. 0 ; 08820 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 169 ; PRAT DE LLOBREGAT (EL) ; CL Canudas 5 ; 08820 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 169 ; PRAT DE LLOBREGAT (EL) ; PZ CATALUNYA 15 ; 08820 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 172 ; PREMIÀ DE MAR ; ZZ CARRER DE LA PLAÇA  C/V ENRIC GRANADOS 0 ; 08330 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 175 ; PUIG-REIG ; CL LLOBREGAT 8 ; 08692 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 180 ; RIPOLLET ; RB  SANT ESTEVE, 43, ESQ. PIZARRO 0 ; 08291 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 184 ; RUBI ; ZZ AVINGUDA BARCELONA, 21. 0 ; 08191 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 184 ; RUBI ; CL LLOBATERES S/N ; 08191 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; AV Barberà 25 ; 08203 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ PLAÇA DE CATALUNYA, 1. 0 ; 08201 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ AVINGUDA DE MATADEPERA, 46. 0 ; 08207 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ AVINGUDA DE BARBERA, 385. 0 ; 08204 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ PLAÇA SANT ROC, 20. 0 ; 08201 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; CL GUSTAVO ADOLFO BECQUER 117 ; 08206 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ VIA MASSAGUE, 105. 0 ; 08201 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ COROMINES, 7. 0 ; 08201 ; Operativas ; 
BP ; BANCOS ; 0081 ; BANCO DE SABADELL, S.A. (0081) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ PASSEIG BERNAT METGE, 73. 0 ; 08205 ; Operativas ; 
